competition_section,match_number,match_date,date_raw,tournament,round,stadium,home_team,away_team,home_score,away_score,score_note,home_scorers,away_scorers
amistosos,112,2013-02-02,2 de febrero de 2013,Copa BBVA Banco Francés (1.ª edición),,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,1,2,,Erviti (5),"Mora (27), Trezeguet (78)"
amistosos,113,2014-01-18,18 de enero de 2014,Copa de Oro de MDP,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,1,,Sánchez Miño (19),Maidana (41)
amistosos,114,2014-01-25,25 de enero de 2014,Copa BBVA Banco Francés (2.ª edición),,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,0,2,,,"Lanzini (6), Menseguéz (42)"
amistosos,115,2014-02-01,1 de febrero de 2014,Copa Luis B. Nofal,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,1,2,,D. Díaz (23),"Mercado (9), T. Gutiérrez (16)"
amistosos,116,2014-05-31,31 de mayo de 2014,Copa BBVA Banco Francés (3.ª edición),,"Azteca; (México D.F., México)",Boca Juniors,River Plate,1,1,(2-4p.),Riaño (69),Villalva (36)
amistosos,117,2015-01-24,24 de enero de 2015,Copa Julio Humberto Grondona,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,1,0,,Cristaldo (17),
amistosos,118,2015-01-31,31 de enero de 2015,Copa Luis B. Nofal,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,5,0,,"Cristaldo (15), Palacios (21), Chávez (30), Calleri (81), Bentancur (84)",
amistosos,119,2015-10-10,10 de octubre de 2015,Copa BBVA Banco Francés (4.ª edición),,Mario A. Kempes; (Córdoba),Boca Juniors,River Plate,0,1,,,L. González (6)
amistosos,120,2016-01-23,23 de enero de 2016,Copa Luis B. Nofal,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,Pisculichi (p. 18)
amistosos,121,2016-01-30,30 de enero de 2016,Copa Luis B. Nofal,,Malvinas Argentinas; (Mendoza),Boca Juniors,River Plate,0,1,,,Mora (p. 80)
amistosos,122,2017-01-28,28 de enero de 2017,Copa Luis B. Nofal,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,2,,,"Driussi (p. 63), A. Mina (69)"
amistosos,123,2017-09-02,2 de septiembre de 2017,Copa BBVA Banco Francés (5.ª edición),,San Juan del Bicentenario; (San Juan),Boca Juniors,River Plate,1,0,,O. Benítez (70),
amistosos,124,2018-01-21,21 de enero de 2018,Copa de Verano Schneider,,José María Minella; (Mar del Plata),Boca Juniors,River Plate,0,1,,,R. Borré (41)
